token_spacy,lemma,pos,info pos
Éleusis,Éleusis,PROPN,proper noun
",",",",PUNCT,punctuation
Phylarque,Phylarque,PROPN,proper noun
"
","
",SPACE,space
Il,il,PRON,pronoun
y,y,PRON,pronoun
a,avoir,VERB,verb
d',de,ADP,adposition
Eutychidès,eutychidès,ADV,adverb
une,un,DET,determiner
Victoire,victoire,NOUN,noun
conduisant,conduire,VERB,verb
un,un,DET,determiner
char,char,NOUN,noun
à,à,ADP,adposition
deux,deux,NUM,numeral
chevaux,cheval,NOUN,noun
"
","
",SPACE,space
Il,il,PRON,pronoun
y,y,PRON,pronoun
a,avoir,VERB,verb
dans,dans,ADP,adposition
ce,ce,DET,determiner
tableau,tableau,NOUN,noun
un,un,DET,determiner
chien,chien,NOUN,noun
fait,faire,VERB,verb
dune,dune,DET,determiner
manière,manière,NOUN,noun
singulière,singulier,ADJ,adjective
"
","
",SPACE,space
Il,il,PRON,pronoun
y,y,PRON,pronoun
a,avoir,VERB,verb
de,de,ADP,adposition
lui,luire,PRON,pronoun
à,à,ADP,adposition
Éphèse,éphèse,NOUN,noun
des,un,DET,determiner
tableaux,tableau,NOUN,noun
fameux,fameux,ADJ,adjective
:,:,PUNCT,punctuation
Ulysse,Ulysse,PROPN,proper noun
attelant,atteler,VERB,verb
",",",",PUNCT,punctuation
dans,dans,ADP,adposition
sa,son,DET,determiner
folie,folie,NOUN,noun
simulée,simuler,VERB,verb
",",",",PUNCT,punctuation
un,un,DET,determiner
bœuf,bœuf,NOUN,noun
avec,avec,ADP,adposition
un,un,DET,determiner
cheval,cheval,NOUN,noun
"
","
",SPACE,space
Irène,Irène,PROPN,proper noun
",",",",PUNCT,punctuation
fille,fille,NOUN,noun
et,et,CCONJ,coordinating conjunction
élève,élever,VERB,verb
du,de,ADP,adposition
peintre,peintre,NOUN,noun
Cratinus,Cratinus,PROPN,proper noun
",",",",PUNCT,punctuation
une,un,DET,determiner
jeune,jeune,ADJ,adjective
fille,fille,NOUN,noun
qui,qui,PRON,pronoun
est,être,VERB,verb
a,avoir,AUX,auxiliary
Éleusis,Éleusis,PROPN,proper noun
"
","
",SPACE,space
Jupiter,Jupiter,PROPN,proper noun
était,être,AUX,auxiliary
d',de,ADP,adposition
argile,argile,NOUN,noun
"
","
",SPACE,space
Lanuvium,Lanuvium,PROPN,proper noun
offre,offrir,VERB,verb
également,également,ADV,adverb
une,un,DET,determiner
Atalante,Atalante,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
une,un,DET,determiner
Hélène,Hélène,PROPN,proper noun
peintes,peindre,ADJ,adjective
près,près,ADV,adverb
l',le,DET,determiner
une,un,PRON,pronoun
de,de,ADP,adposition
l',le,DET,determiner
autre,autre,PRON,pronoun
"
","
",SPACE,space
Le,le,DET,determiner
dieu,dieu,NOUN,noun
Auguste,Auguste,PROPN,proper noun
a,avoir,AUX,auxiliary
fait,faire,VERB,verb
plus,plus,ADV,adverb
que,que,SCONJ,subordinating conjunction
personne,personne,NOUN,noun
:,:,PUNCT,punctuation
dans,dans,ADP,adposition
le,le,DET,determiner
forum,forum,NOUN,noun
de,de,ADP,adposition
son,son,DET,determiner
nom,nom,NOUN,noun
",",",",PUNCT,punctuation
à,à,ADP,adposition
l',le,DET,determiner
endroit,endroit,NOUN,noun
le,le,DET,determiner
plus,plus,ADV,adverb
apparent,apparent,ADJ,adjective
",",",",PUNCT,punctuation
il,il,PRON,pronoun
a,avoir,AUX,auxiliary
exposé,exposer,VERB,verb
des,de,ADP,adposition
tableaux,tableau,NOUN,noun
représentant,représentant,ADJ,adjective
:,:,PUNCT,punctuation
l',le,DET,determiner
un,un,PRON,pronoun
la,le,DET,determiner
guerre,guerre,NOUN,noun
",",",",PUNCT,punctuation
l',le,DET,determiner
autre,autre,ADJ,adjective
un,un,DET,determiner
triomphe,triomphe,NOUN,noun
"
","
",SPACE,space
Léon,Léon,PROPN,proper noun
",",",",PUNCT,punctuation
une,un,DET,determiner
Sapho,sapho,NOUN,noun
"
","
",SPACE,space
Léontiscus,Léontiscus,PROPN,proper noun
a,avoir,AUX,auxiliary
représenté,représenter,VERB,verb
Aratus,Aratus,PROPN,proper noun
vainqueur,vainqueur,VERB,verb
",",",",PUNCT,punctuation
avec,avec,ADP,adposition
un,un,DET,determiner
trophée,trophée,NOUN,noun
"
","
",SPACE,space
M.,m.,NOUN,noun
Valérius,Valérius,PROPN,proper noun
Maximus,Maximus,PROPN,proper noun
Messala,Messala,PROPN,proper noun
",",",",PUNCT,punctuation
qui,qui,PRON,pronoun
le,le,DET,determiner
premier,premier,ADJ,adjective
exposa,exposer,VERB,verb
un,un,DET,determiner
tableau,tableau,NOUN,noun
sur,sur,ADP,adposition
le,le,DET,determiner
côté,côté,NOUN,noun
de,de,ADP,adposition
la,le,DET,determiner
curie,curie,NOUN,noun
Hostilie,Hostilie,PROPN,proper noun
",",",",PUNCT,punctuation
l',le,DET,determiner
an,an,NOUN,noun
de,de,ADP,adposition
Rome,Rome,PROPN,proper noun
.,.,PUNCT,punctuation
Le,le,DET,determiner
tableau,tableau,NOUN,noun
représentait,représenter,VERB,verb
la,le,DET,determiner
bataille,bataille,NOUN,noun
qu',que,PRON,pronoun
il,il,PRON,pronoun
avait,avoir,AUX,auxiliary
gagnée,gagner,VERB,verb
en,en,ADP,adposition
Sicile,Sicile,PROPN,proper noun
sur,sur,ADP,adposition
les,le,DET,determiner
Carthaginois,carthaginois,NOUN,noun
et,et,CCONJ,coordinating conjunction
Hiéron,Hiéron,PROPN,proper noun
"
","
",SPACE,space
Mère,Mère,PROPN,proper noun
des,de,ADP,adposition
dieux,dieu,NOUN,noun
(,(,PUNCT,punctuation
II,II,NUM,numeral
",",",",PUNCT,punctuation
",",",",PUNCT,punctuation
assise,assise,NOUN,noun
sur,sur,ADP,adposition
un,un,DET,determiner
lion,lion,NOUN,noun
"
","
",SPACE,space
Néalcès,néalcè,NOUN,noun
",",",",PUNCT,punctuation
une,un,DET,determiner
Vénus,Vénus,PROPN,proper noun
"
","
",SPACE,space
Néarque,Néarque,PROPN,proper noun
a,avoir,AUX,auxiliary
fait,faire,VERB,verb
une,un,DET,determiner
Vénus,Vénus,PROPN,proper noun
entre,entrer,ADP,adposition
les,le,DET,determiner
Grâces,grâce,NOUN,noun
et,et,CCONJ,coordinating conjunction
les,le,DET,determiner
Amours,amour,NOUN,noun
"
","
",SPACE,space
Némée,némée,NOUN,noun
",",",",PUNCT,punctuation
apportée,apporter,VERB,verb
d',de,ADP,adposition
Asie,Asie,PROPN,proper noun
à,à,ADP,adposition
Rome,Rome,PROPN,proper noun
par,par,ADP,adposition
Silanus,Silanus,PROPN,proper noun
"
","
",SPACE,space
Oenias,Oenias,PROPN,proper noun
a,avoir,AUX,auxiliary
peint,peindre,VERB,verb
une,un,DET,determiner
assemblée,assemblée,NOUN,noun
de,de,ADP,adposition
famille,famille,NOUN,noun
"
","
",SPACE,space
On,on,PRON,pronoun
a,avoir,VERB,verb
de,de,DET,determiner
Pamphile,Pamphile,PROPN,proper noun
une,un,DET,determiner
alliance,alliance,NOUN,noun
",",",",PUNCT,punctuation
la,le,DET,determiner
bataille,bataille,NOUN,noun
de,de,ADP,adposition
Phlionte,Phlionte,PROPN,proper noun
",",",",PUNCT,punctuation
la,le,DET,determiner
victoire,victoire,NOUN,noun
des,de,ADP,adposition
Athéniens,athénien,NOUN,noun
",",",",PUNCT,punctuation
Ulysse,Ulysse,PROPN,proper noun
sur,sur,ADP,adposition
son,son,DET,determiner
vaisseau,vaisseau,NOUN,noun
"
","
",SPACE,space
On,on,PRON,pronoun
a,avoir,VERB,verb
de,de,ADP,adposition
lui,luire,PRON,pronoun
:,:,PUNCT,punctuation
Épaminondas,Épaminondas,PROPN,proper noun
",",",",PUNCT,punctuation
Périclès,Périclès,PROPN,proper noun
",",",",PUNCT,punctuation
Médée,Médée,PROPN,proper noun
",",",",PUNCT,punctuation
la,le,DET,determiner
Vertu,Vertu,PROPN,proper noun
",",",",PUNCT,punctuation
Thésée,Thésée,PROPN,proper noun
",",",",PUNCT,punctuation
"
","
",SPACE,space
On,on,PRON,pronoun
vante,ver,VERB,verb
encore,encore,ADV,adverb
de,de,ADP,adposition
Timomaque,Timomaque,PROPN,proper noun
Oreste,oreste,VERB,verb
"
","
",SPACE,space
On,on,PRON,pronoun
vante,ver,VERB,verb
son,son,DET,determiner
Énée,Énée,PROPN,proper noun
",",",",PUNCT,punctuation
Castor,Castor,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
Pollux,Pollux,PROPN,proper noun
",",",",PUNCT,punctuation
représentés,représenter,VERB,verb
dans,dans,ADP,adposition
un,un,DET,determiner
même,même,ADJ,adjective
tableau,tableau,NOUN,noun
;,;,PUNCT,punctuation
Téléphe,Téléphe,PROPN,proper noun
",",",",PUNCT,punctuation
Achille,Achille,PROPN,proper noun
",",",",PUNCT,punctuation
Agamemnon,Agamemnon,PROPN,proper noun
",",",",PUNCT,punctuation
Ulysse,Ulysse,PROPN,proper noun
"
","
",SPACE,space
Panaenus,Panaenus,X,other
peignit,peindre,VERB,verb
à,à,ADP,adposition
Élis,Élis,PROPN,proper noun
(,(,PUNCT,punctuation
XXXVI,xxxvi,NOUN,noun
",",",",PUNCT,punctuation
l',le,DET,determiner
intérieur,intérieur,NOUN,noun
du,de,ADP,adposition
bouclier,bouclier,NOUN,noun
de,de,ADP,adposition
la,le,DET,determiner
Minerve,minerve,NOUN,noun
faite,faire,VERB,verb
par,par,ADP,adposition
Colotès,Colotès,PROPN,proper noun
"
","
",SPACE,space
Panaenus,panaenu,NOUN,noun
",",",",PUNCT,punctuation
frère,frère,NOUN,noun
de,de,ADP,adposition
Phidias,phidias,ADV,adverb
",",",",PUNCT,punctuation
représenta,représenter,VERB,verb
même,même,ADV,adverb
la,le,DET,determiner
bataille,bataille,NOUN,noun
livrée,livrer,VERB,verb
à,à,ADP,adposition
Marathon,marathon,NOUN,noun
entre,entrer,ADP,adposition
les,le,DET,determiner
Athéniens,athénien,NOUN,noun
et,et,CCONJ,coordinating conjunction
les,le,DET,determiner
Perses,perse,NOUN,noun
"
","
",SPACE,space
Pausias,pausias,ADV,adverb
fit,faire,VERB,verb
aussi,aussi,ADV,adverb
de,de,ADP,adposition
grands,grand,ADJ,adjective
tableaux,tableau,NOUN,noun
",",",",PUNCT,punctuation
par,par,ADP,adposition
exemple,exemple,NOUN,noun
",",",",PUNCT,punctuation
le,le,DET,determiner
sacrifice,sacrifice,NOUN,noun
de,de,ADP,adposition
bœufs,bœuf,NOUN,noun
"
","
",SPACE,space
Phalérion,phalérion,NOUN,noun
",",",",PUNCT,punctuation
une,un,DET,determiner
Scylla,Scylla,PROPN,proper noun
"
","
",SPACE,space
Phidias,phidias,ADV,adverb
lui-même,lui-même,ADV,adverb
avait,avoir,AUX,auxiliary
d',de,ADP,adposition
abord,abord,ADV,adverb
été,être,AUX,auxiliary
peintre,peintr,ADJ,adjective
",",",",PUNCT,punctuation
et,et,CCONJ,coordinating conjunction
qu',que,SCONJ,subordinating conjunction
il,il,PRON,pronoun
peignit,peindre,VERB,verb
à,à,ADP,adposition
Athènes,Athènes,PROPN,proper noun
l',le,DET,determiner
Olymplum,Olymplum,PROPN,proper noun
"
","
",SPACE,space
Philiscus,Philiscus,PROPN,proper noun
a,avoir,AUX,auxiliary
peint,peindre,VERB,verb
l',le,DET,determiner
atelier,atelier,NOUN,noun
d',de,ADP,adposition
un,un,DET,determiner
peintre,peintre,NOUN,noun
",",",",PUNCT,punctuation
où,où,PRON,pronoun
un,un,DET,determiner
enfant,enfant,NOUN,noun
souffle,souffler,VERB,verb
le,le,DET,determiner
feu,feu,NOUN,noun
"
","
",SPACE,space
Philiscus,Philiscus,PROPN,proper noun
",",",",PUNCT,punctuation
Bacchus,Bacchus,PROPN,proper noun
",",",",PUNCT,punctuation
avec,avec,ADP,adposition
la,le,DET,determiner
Vertu,Vertu,PROPN,proper noun
debout,debout,ADV,adverb
"
","
",SPACE,space
Posis,Posis,PROPN,proper noun
",",",",PUNCT,punctuation
qui,qui,PRON,pronoun
faisait,faire,VERB,verb
des,de,ADP,adposition
fruits,fruit,NOUN,noun
et,et,CCONJ,coordinating conjunction
des,de,ADP,adposition
raisins,raisin,NOUN,noun
si,si,SCONJ,subordinating conjunction
ressemblants,ressemblant,ADJ,adjective
"
","
",SPACE,space
Scylla,Scylla,PROPN,proper noun
qui,qui,PRON,pronoun
est,être,AUX,auxiliary
maintenant,maintenant,ADV,adverb
à,à,ADP,adposition
Rome,Rome,PROPN,proper noun
",",",",PUNCT,punctuation
dans,dans,ADP,adposition
le,le,DET,determiner
temple,temple,NOUN,noun
de,de,ADP,adposition
la,le,DET,determiner
Paix,paix,NOUN,noun
"
","
",SPACE,space
Ses,son,DET,determiner
ouvrages,ouvrage,NOUN,noun
sont,être,AUX,auxiliary
:,:,PUNCT,punctuation
un,un,DET,determiner
combat,combat,NOUN,noun
de,de,ADP,adposition
cavalerie,cavalerie,NOUN,noun
"
","
",SPACE,space
Simonide,simonide,PRON,pronoun
a,avoir,AUX,auxiliary
fait,faire,VERB,verb
Agatharchus,Agatharchus,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
Mnémosyne,Mnémosyne,PROPN,proper noun
"
","
",SPACE,space
Simus,Simus,PROPN,proper noun
est,être,AUX,auxiliary
auteur,auteur,NOUN,noun
d',de,ADP,adposition
un,un,DET,determiner
jeune,jeune,ADJ,adjective
homme,homme,NOUN,noun
se,se,PRON,pronoun
reposant,reposer,VERB,verb
"
","
",SPACE,space
Sthephanopolis,Sthephanopolis,PROPN,proper noun
(,(,PUNCT,punctuation
vendeuse,vendeur,NOUN,noun
),),PUNCT,punctuation
",",",",PUNCT,punctuation
parce,parce,SCONJ,subordinating conjunction
que,que,SCONJ,subordinating conjunction
Glycère,Glycère,PROPN,proper noun
avait,avoir,AUX,auxiliary
gagné,gagner,VERB,verb
sa,son,DET,determiner
vie,vie,NOUN,noun
à,à,ADP,adposition
vendre,vendre,VERB,verb
des,un,DET,determiner
couronnes,couronne,NOUN,noun
"
","
",SPACE,space
Tauriscus,Tauriscus,PROPN,proper noun
",",",",PUNCT,punctuation
d',de,ADP,adposition
un,un,DET,determiner
Discobole,discobole,NOUN,noun
"
","
",SPACE,space
Thamyras,thamyra,NOUN,noun
le,le,DET,determiner
joueur,joueur,NOUN,noun
de,de,ADP,adposition
lyre,lyre,NOUN,noun
"
","
",SPACE,space
Théodore,Théodore,PROPN,proper noun
est,être,AUX,auxiliary
auteur,auteur,NOUN,noun
:,:,PUNCT,punctuation
d',de,ADP,adposition
un,un,DET,determiner
homme,homme,NOUN,noun
faisant,faire,VERB,verb
des,un,DET,determiner
onctions,onction,NOUN,noun
"
","
",SPACE,space
Théon,Théon,PROPN,proper noun
",",",",PUNCT,punctuation
d',de,ADP,adposition
un,un,DET,determiner
Oreste,oreste,NOUN,noun
furieux,furieux,ADJ,adjective
"
","
",SPACE,space
Timanthe,Timanthe,PROPN,proper noun
",",",",PUNCT,punctuation
il,il,PRON,pronoun
eut,avoir,VERB,verb
surtout,surtout,ADV,adverb
de,de,ADP,adposition
l',le,DET,determiner
esprit,esprit,NOUN,noun
.,.,PUNCT,punctuation
Son,son,DET,determiner
Iphigénie,Iphigénie,PROPN,proper noun
"
","
",SPACE,space
Timarète,Timarète,PROPN,proper noun
",",",",PUNCT,punctuation
fille,fille,NOUN,noun
de,de,ADP,adposition
Micon,Micon,PROPN,proper noun
",",",",PUNCT,punctuation
a,avoir,AUX,auxiliary
fait,faire,VERB,verb
une,un,DET,determiner
Diane,Diane,PROPN,proper noun
qui,qui,PRON,pronoun
est,être,AUX,auxiliary
à,à,ADP,adposition
Éphèse,Éphèse,PROPN,proper noun
"
","
",SPACE,space
Timomaque,Timomaque,PROPN,proper noun
de,de,ADP,adposition
Byzance,Byzance,PROPN,proper noun
",",",",PUNCT,punctuation
du,de,ADP,adposition
temps,temps,NOUN,noun
de,de,ADP,adposition
César,César,PROPN,proper noun
",",",",PUNCT,punctuation
peignit,peindre,VERB,verb
un,un,DET,determiner
Ajax,Ajax,PROPN,proper noun
"
","
",SPACE,space
Turianus,Turianus,PROPN,proper noun
",",",",PUNCT,punctuation
avec,avec,ADP,adposition
qui,qui,PRON,pronoun
Tarquin,Tarquin,PROPN,proper noun
l',le,DET,determiner
Ancien,ancien,ADJ,adjective
fit,faire,VERB,verb
marché,marché,NOUN,noun
pour,pour,ADP,adposition
la,le,DET,determiner
figure,figure,NOUN,noun
de,de,ADP,adposition
Jupiter,Jupiter,PROPN,proper noun
",",",",PUNCT,punctuation
qui,qui,PRON,pronoun
devait,devoir,VERB,verb
être,être,AUX,auxiliary
consacrée,consacrer,VERB,verb
dans,dans,ADP,adposition
le,le,DET,determiner
Capitole,Capitole,PROPN,proper noun
"
","
",SPACE,space
Vénus,Vénus,PROPN,proper noun
Génitrix,génitrix,PRON,pronoun
qui,qui,PRON,pronoun
est,être,VERB,verb
dans,dans,ADP,adposition
le,le,DET,determiner
forum,forum,NOUN,noun
de,de,ADP,adposition
César,César,PROPN,proper noun
"
","
",SPACE,space
Zeuxis,Zeuxis,PROPN,proper noun
.,.,PUNCT,punctuation
Celui,Celui,PROPN,proper noun
-,-,PRON,pronoun
ci,ci,PRON,pronoun
apporta,apporter,VERB,verb
des,un,DET,determiner
raisins,raisin,NOUN,noun
peints,peindre,ADJ,adjective
"
","
",SPACE,space
beaux,beal,ADJ,adjective
ouvrages,ouvrage,NOUN,noun
sont,être,AUX,auxiliary
",",",",PUNCT,punctuation
dans,dans,ADP,adposition
les,le,DET,determiner
portiques,portique,NOUN,noun
d',de,ADP,adposition
Octavie,Octavie,PROPN,proper noun
",",",",PUNCT,punctuation
Hercule,Hercule,PROPN,proper noun
dépouillé,dépouiller,VERB,verb
sur,sur,ADP,adposition
le,le,DET,determiner
mont,mont,PROPN,proper noun
Œta,Œta,PROPN,proper noun
"
","
",SPACE,space
catagraphes,catagrapher,VERB,verb
",",",",PUNCT,punctuation
c',ce,ADV,adverb
est,est,ADV,adverb
-,-,ADV,adverb
à,à,ADV,adverb
-,-,ADV,adverb
dire,dire,VERB,verb
les,le,DET,determiner
têtes,tête,NOUN,noun
de,de,ADP,adposition
profi,profi,VERB,verb
"
","
",SPACE,space
dans,dans,ADP,adposition
le,le,DET,determiner
portique,portique,NOUN,noun
de,de,ADP,adposition
Philippe,Philippe,PROPN,proper noun
il,il,PRON,pronoun
y,y,PRON,pronoun
a,avoir,VERB,verb
de,de,ADP,adposition
lui,luire,PRON,pronoun
un,un,DET,determiner
Bacchus,bacchus,NOUN,noun
"
","
",SPACE,space
dans,dans,ADP,adposition
le,le,DET,determiner
portique,portique,NOUN,noun
de,de,ADP,adposition
Pompée,Pompée,PROPN,proper noun
",",",",PUNCT,punctuation
Cadmus,Cadmus,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
Europe,Europe,PROPN,proper noun
"
","
",SPACE,space
dans,dans,ADP,adposition
le,le,DET,determiner
temple,temple,NOUN,noun
de,de,ADP,adposition
la,le,DET,determiner
Con,Con,PROPN,proper noun
corde,corde,NOUN,noun
",",",",PUNCT,punctuation
un,un,DET,determiner
Marsyas,marsya,NOUN,noun
lié,lier,VERB,verb
"
","
",SPACE,space
dans,dans,ADP,adposition
le,le,DET,determiner
temple,temple,NOUN,noun
de,de,ADP,adposition
la,le,DET,determiner
Foi,Foi,PROPN,proper noun
",",",",PUNCT,punctuation
au,au,ADP,adposition
Capitole,Capitole,PROPN,proper noun
",",",",PUNCT,punctuation
un,un,DET,determiner
vieillard,vieillard,NOUN,noun
donnant,donner,VERB,verb
des,un,DET,determiner
leçons,leçon,NOUN,noun
de,de,ADP,adposition
lyre,lyre,NOUN,noun
à,à,ADP,adposition
un,un,DET,determiner
enfant,enfant,NOUN,noun
"
","
",SPACE,space
dans,dans,ADP,adposition
un,un,DET,determiner
tableau,tableau,NOUN,noun
qui,qui,PRON,pronoun
est,être,AUX,auxiliary
à,à,ADP,adposition
Rhodes,Rhodes,PROPN,proper noun
",",",",PUNCT,punctuation
Méléagre,Méléagre,PROPN,proper noun
",",",",PUNCT,punctuation
Hercule,Hercule,PROPN,proper noun
",",",",PUNCT,punctuation
Persée,perser,VERB,verb
"
","
",SPACE,space
dans,dans,ADP,adposition
un,un,DET,determiner
tableau,tableau,NOUN,noun
",",",",PUNCT,punctuation
un,un,DET,determiner
Gaulois,gaulois,NOUN,noun
qui,qui,PRON,pronoun
tirait,tirer,VERB,verb
très,très,ADV,adverb
vilainement,vilainement,ADV,adverb
la,le,DET,determiner
langue,langue,NOUN,noun
"
","
",SPACE,space
de,de,ADP,adposition
Zeuxis,Zeuxis,PROPN,proper noun
",",",",PUNCT,punctuation
une,un,DET,determiner
Hélène,Hélène,PROPN,proper noun
",",",",PUNCT,punctuation
dans,dans,ADP,adposition
les,le,DET,determiner
portiques,portique,NOUN,noun
de,de,ADP,adposition
Philippe,Philippe,PROPN,proper noun
"
","
",SPACE,space
deux,deux,NUM,numeral
tableaux,tableau,NOUN,noun
",",",",PUNCT,punctuation
l',le,DET,determiner
un,un,PRON,pronoun
d',de,ADP,adposition
Ajax,Ajax,PROPN,proper noun
",",",",PUNCT,punctuation
l',le,DET,determiner
autre,autre,PRON,pronoun
de,de,ADP,adposition
Vénus,Vénus,PROPN,proper noun
"
","
",SPACE,space
devant,devant,ADP,adposition
la,le,DET,determiner
curie,curie,NOUN,noun
de,de,ADP,adposition
Pompée,Pompée,PROPN,proper noun
.,.,PUNCT,punctuation
Ce,ce,DET,determiner
tableau,tableau,NOUN,noun
représente,représenter,VERB,verb
un,un,DET,determiner
homme,homme,NOUN,noun
avec,avec,ADP,adposition
un,un,DET,determiner
bouclier,bouclier,NOUN,noun
"
","
",SPACE,space
donna,donner,VERB,verb
une,un,DET,determiner
Alcmène,alcmène,NOUN,noun
aux,à,ADP,adposition
Agrigentins,Agrigentins,PROPN,proper noun
"
","
",SPACE,space
guerre,guerre,NOUN,noun
de,de,ADP,adposition
Troie,Troie,PROPN,proper noun
en,en,ADP,adposition
une,un,DET,determiner
suite,suite,NOUN,noun
de,de,ADP,adposition
tableaux,tableau,NOUN,noun
",",",",PUNCT,punctuation
qui,qui,PRON,pronoun
sont,être,AUX,auxiliary
à,à,ADP,adposition
Rome,Rome,PROPN,proper noun
dans,dans,ADP,adposition
le,le,DET,determiner
portique,portique,NOUN,noun
de,de,ADP,adposition
Philippe,Philippe,PROPN,proper noun
"
","
",SPACE,space
il,il,PRON,pronoun
a,avoir,AUX,auxiliary
existé,exister,VERB,verb
de,de,ADP,adposition
lui,luire,PRON,pronoun
un,un,DET,determiner
cheval,cheval,NOUN,noun
qu',que,PRON,pronoun
il,il,PRON,pronoun
exposa,exposer,VERB,verb
dans,dans,ADP,adposition
un,un,DET,determiner
contours,contour,NOUN,noun
public,public,ADJ,adjective
"
","
",SPACE,space
il,il,PRON,pronoun
a,avoir,AUX,auxiliary
fait,faire,VERB,verb
une,un,DET,determiner
très,très,ADV,adverb
belle,bel,ADJ,adjective
Hésione,Hésione,PROPN,proper noun
"
","
",SPACE,space
il,il,PRON,pronoun
